ubuntu@ip-172-31-12-111:~/optcarrot$ RUBYOPT="-Ilib -r./tools/shim" ruby-prof bin/optcarrot -- --benchmark examples/Lan_Master.nes
fps: 0.49605795825480586
checksum: 59662
Abstract: setup_options
Abstract: print_threads
Threads [2]
Thread...
Print_thread
Measure Mode: wall_time
Thread ID: 7051680
Fiber ID: 11438140
Total: 381.340411
Sort by: self_time

 %self      total      self      wait     child     calls  name
  1.53      5.478     5.478     0.000     0.000 10997760   Array#<<
  1.48      5.297     5.297     0.000     0.000 11053831   Integer#>=
  1.47      5.290     5.290     0.000     0.000 10997760   Integer#%
  1.44      7.221     5.172     0.000     2.049  1426136   Optcarrot::PPU#scroll_clock_x
  1.25      7.246     4.493     0.000     2.753  1426136   Optcarrot::PPU#fetch_bg_pattern_1
  1.20      6.066     4.296     0.000     1.770  1863253   Optcarrot::PPU#open_name
  1.19      6.364     4.287     0.000     2.077  1339857   Optcarrot::PPU#load_tiles
  1.08      5.887     3.871     0.000     2.016  1426136   Optcarrot::PPU#fetch_name
  0.91      4.596     3.255     0.000     1.342  1426136   Optcarrot::PPU#fetch_bg_pattern_0
  0.84      3.012     3.012     0.000     0.000  1297987   Optcarrot::PPU#update_enabled_flags
  0.67      3.650     2.393     0.000     1.257  1339840   Optcarrot::PPU#evaluate_sprites_odd_phase_9
  0.63    358.985     2.250     0.000   356.735        1   Optcarrot::PPU#main_loop
  0.63      2.249     2.249     0.000     0.000  4770719   Integer#&
  0.56      2.016     2.016     0.000     0.000  1426136   Optcarrot::PPU#fetch_attr
  0.47      1.689     1.689     0.000     0.000  3410627   Integer#|
  0.42      2.235     1.510     0.000     0.725   672861   Optcarrot::PPU#wait_two_clocks
  0.38      2.077     1.370     0.000     0.708  1466738   BasicObject#!=
  0.30      1.072     1.072     0.000     0.000  2136016   Integer#<
  0.25      0.883     0.883     0.000     0.000  1660799   Array#[]=
  0.20      0.720     0.720     0.000     0.000  1339857   Optcarrot::PPU#batch_render_eight_pixels
  0.20      0.719     0.719     0.000     0.000  1339857   Array#rotate!
  0.20      0.708     0.708     0.000     0.000  1423948   Integer#*
  0.14      0.507     0.507     0.000     0.000  1005082   Integer#/
  0.14      0.503     0.503     0.000     0.000  1047993   Integer#-
  0.06      0.369     0.226     0.000     0.143    42960   Optcarrot::PPU#scroll_reset_x
  0.06      0.399     0.226     0.000     0.173    41871   Optcarrot::PPU#scroll_clock_y
  0.03      0.144     0.100     0.000     0.044    43139   Optcarrot::PPU#preload_tiles
  0.02      0.105     0.083     0.000     0.022    43139   Optcarrot::PPU#load_extended_sprites
  0.02      0.082     0.082     0.000     0.000    43135   Optcarrot::PPU#update_enabled_flags_edge
  0.02      0.098     0.064     0.000     0.034    44929   Optcarrot::PPU#wait_zero_clocks
  0.01      0.045     0.045     0.000     0.000    83914   Integer#^
  0.00     62.406     0.003    62.403     0.000     5452   <Class::Fiber>#yield
  0.00      0.003     0.001     0.000     0.002      179   Optcarrot::PPU#vblank_2
  0.00      0.001     0.001     0.000     0.000      178   Optcarrot::CPU#next_interrupt_clock
  0.00      0.001     0.001     0.000     0.000      179   Optcarrot::PPU#vblank_1
  0.00      0.002     0.000     0.000     0.001      178   Optcarrot::CPU#do_nmi
  0.00     61.061     0.000     0.000    61.060      180   Optcarrot::PPU#wait_frame
  0.00      0.000     0.000     0.000     0.000      179   Optcarrot::PPU#vblank_0
  0.00      0.000     0.000     0.000     0.000      504   Integer#===
  0.00      0.000     0.000     0.000     0.000      178   Optcarrot::CPU#next_frame_clock
  0.00      0.000     0.000     0.000     0.000       87   Optcarrot::CPU#next_frame_clock=
  0.00      0.000     0.000     0.000     0.000      174   BasicObject#!
  0.00      0.000     0.000     0.000     0.000      178   Integer#>
  0.00    358.985     0.000     0.000   358.985        1   Optcarrot::PPU#run
  0.00      0.000     0.000     0.000     0.000        1   Optcarrot::PPU#boot

* indicates recursively called methods
print_thread / end
