C02RP0G1G8WM:optcarrot noah.gibbs$ RUBYOPT="-Ilib -r./tools/shim" ruby-prof bin/optcarrot -- --benchmark examples/Lan_Master.nes
fps: 1.8973563923009664
checksum: 59662
Measure Mode: wall_time
Thread ID: 70134173740700
Fiber ID: 70134178158860
Total: 100.575851
Sort by: self_time

 %self      total      self      wait     child     calls  name
  1.17      1.810     1.113     0.000     0.697  1339857   Optcarrot::PPU#load_tiles
  1.16      1.860     1.103     0.000     0.757  1426136   Optcarrot::PPU#fetch_bg_pattern_1
  0.96      1.507     0.914     0.000     0.593  1426136   Optcarrot::PPU#fetch_name
  0.86      1.216     0.818     0.000     0.398  1426136   Optcarrot::PPU#fetch_bg_pattern_0
  0.84      0.799     0.799     0.000     0.000  1297987   Optcarrot::PPU#update_enabled_flags
  0.71     95.125     0.673     0.000    94.452        1   Optcarrot::PPU#main_loop
  0.69      0.654     0.654     0.000     0.000  4770719   Integer#&
  0.62      0.960     0.588     0.000     0.372  1339840   Optcarrot::PPU#evaluate_sprites_odd_phase_9
  0.54      0.512     0.512     0.000     0.000  1426136   Optcarrot::PPU#fetch_attr
  0.49      0.464     0.464     0.000     0.000  3410627   Integer#|
  0.42      0.614     0.404     0.000     0.209  1466738   BasicObject#!=
  0.39      0.572     0.373     0.000     0.200   672861   Optcarrot::PPU#wait_two_clocks
  0.34      0.322     0.322     0.000     0.000  1660799   Array#[]=
  0.33      0.311     0.311     0.000     0.000  2136016   Integer#<
  0.25      0.242     0.242     0.000     0.000  1339857   Optcarrot::PPU#batch_render_eight_pixels
  0.25      0.238     0.238     0.000     0.000  1339857   Array#rotate!
  0.20      0.192     0.192     0.000     0.000  1423948   Integer#*
  0.16      0.156     0.156     0.000     0.000  1005082   Integer#/
  0.15      0.147     0.147     0.000     0.000  1047993   Integer#-
  0.07      0.120     0.066     0.000     0.055    41871   Optcarrot::PPU#scroll_clock_y
  0.06      0.104     0.059     0.000     0.044    42960   Optcarrot::PPU#scroll_reset_x
  0.03      0.044     0.029     0.000     0.015    43139   Optcarrot::PPU#preload_tiles
  0.03      0.026     0.026     0.000     0.000    43135   Optcarrot::PPU#update_enabled_flags_edge
  0.02      0.031     0.024     0.000     0.007    43139   Optcarrot::PPU#load_extended_sprites
  0.02      0.028     0.017     0.000     0.010    44929   Optcarrot::PPU#wait_zero_clocks
  0.02      0.017     0.017     0.000     0.000    83914   Integer#^
  0.01     16.284     0.006    16.279     0.000     5452   <Class::Fiber>#yield
  0.00      0.002     0.001     0.000     0.001      179   Optcarrot::PPU#vblank_2
  0.00     15.919     0.000     0.000    15.919      180   Optcarrot::PPU#wait_frame
  0.00      0.000     0.000     0.000     0.000      179   Optcarrot::PPU#vblank_1
  0.00      0.000     0.000     0.000     0.000      178   Optcarrot::CPU#next_interrupt_clock
  0.00      0.001     0.000     0.000     0.001      178   Optcarrot::CPU#do_nmi
  0.00      0.000     0.000     0.000     0.000      178   Optcarrot::CPU#next_frame_clock
  0.00      0.000     0.000     0.000     0.000      179   Optcarrot::PPU#vblank_0
  0.00      0.000     0.000     0.000     0.000       87   Optcarrot::CPU#next_frame_clock=
  0.00      0.000     0.000     0.000     0.000      174   BasicObject#!
  0.00      0.000     0.000     0.000     0.000      178   Integer#>
  0.00     95.125     0.000     0.000    95.125        1   Optcarrot::PPU#run
  0.00      0.000     0.000     0.000     0.000        1   Optcarrot::PPU#boot

* indicates recursively called methods
