C02RP0G1G8WM:optcarrot noah.gibbs$ RUBYOPT="-Ilib -r./tools/shim" ruby-prof bin/optcarrot -- --benchmark examples/Lan_Master.nes
fps: 1.8826884288589154
checksum: 59662
Measure Mode: wall_time
Thread ID: 70260397141660
Fiber ID: 70260398372420
Total: 98.717310
Sort by: self_time

 %self      total      self      wait     child     calls  name
  1.15      1.731     1.071     0.000     0.659  1339857   Optcarrot::PPU#load_tiles
  1.14      1.797     1.059     0.000     0.738  1426136   Optcarrot::PPU#fetch_bg_pattern_1
  0.97      1.485     0.905     0.000     0.580  1426136   Optcarrot::PPU#fetch_name
  0.88      1.216     0.819     0.000     0.396  1426136   Optcarrot::PPU#fetch_bg_pattern_0
  0.87      0.811     0.811     0.000     0.000  1297987   Optcarrot::PPU#update_enabled_flags
  0.68      0.632     0.632     0.000     0.000  4770719   Integer#&
  0.67     93.215     0.625     0.000    92.591        1   Optcarrot::PPU#main_loop
  0.62      0.927     0.574     0.000     0.353  1339840   Optcarrot::PPU#evaluate_sprites_odd_phase_9
  0.55      0.508     0.508     0.000     0.000  1426136   Optcarrot::PPU#fetch_attr
  0.50      0.462     0.462     0.000     0.000  3410627   Integer#|
  0.41      0.583     0.383     0.000     0.200  1466738   BasicObject#!=
  0.39      0.557     0.363     0.000     0.193   672861   Optcarrot::PPU#wait_two_clocks
  0.34      0.321     0.321     0.000     0.000  2136016   Integer#<
  0.32      0.302     0.302     0.000     0.000  1660799   Array#[]=
  0.26      0.240     0.240     0.000     0.000  1339857   Optcarrot::PPU#batch_render_eight_pixels
  0.24      0.221     0.221     0.000     0.000  1339857   Array#rotate!
  0.21      0.193     0.193     0.000     0.000  1423948   Integer#*
  0.17      0.159     0.159     0.000     0.000  1005082   Integer#/
  0.16      0.150     0.150     0.000     0.000  1047993   Integer#-
  0.07      0.112     0.061     0.000     0.051    41871   Optcarrot::PPU#scroll_clock_y
  0.06      0.096     0.055     0.000     0.041    42960   Optcarrot::PPU#scroll_reset_x
  0.03      0.041     0.026     0.000     0.014    43139   Optcarrot::PPU#preload_tiles
  0.03      0.024     0.024     0.000     0.000    43135   Optcarrot::PPU#update_enabled_flags_edge
  0.02      0.029     0.023     0.000     0.007    43139   Optcarrot::PPU#load_extended_sprites
  0.02      0.028     0.018     0.000     0.010    44929   Optcarrot::PPU#wait_zero_clocks
  0.02      0.016     0.016     0.000     0.000    83914   Integer#^
  0.00     16.130     0.004    16.126     0.000     5452   <Class::Fiber>#yield
  0.00      0.001     0.001     0.000     0.001      179   Optcarrot::PPU#vblank_2
  0.00      0.000     0.000     0.000     0.000      179   Optcarrot::PPU#vblank_1
  0.00     15.773     0.000     0.000    15.773      180   Optcarrot::PPU#wait_frame
  0.00      0.001     0.000     0.000     0.000      178   Optcarrot::CPU#do_nmi
  0.00      0.000     0.000     0.000     0.000      178   Optcarrot::CPU#next_interrupt_clock
  0.00      0.000     0.000     0.000     0.000      179   Optcarrot::PPU#vblank_0
  0.00      0.000     0.000     0.000     0.000      178   Optcarrot::CPU#next_frame_clock
  0.00      0.000     0.000     0.000     0.000      174   BasicObject#!
  0.00      0.000     0.000     0.000     0.000       87   Optcarrot::CPU#next_frame_clock=
  0.00      0.000     0.000     0.000     0.000      178   Integer#>
  0.00     93.215     0.000     0.000    93.215        1   Optcarrot::PPU#run
  0.00      0.000     0.000     0.000     0.000        1   Optcarrot::PPU#boot

* indicates recursively called methods
